X1MOMEDU,X1DADEDU,X1SES,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1SCHOOLCLI,X1COUPERTEA,X1COUPERCOU,X1COUPERPRI,X3TGPA9TH,S1NOHWDN,S1NOPAPER,S1NOBOOKS,S1LATE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,S1FRNDGRADES,S1FRNDSCHOOL,S1FRNDCLASS,S1FRNDCLG,S1HRMHOMEWK,S1HRSHOMEWK,S1HROTHHOMWK,S1SUREHSGRAD,P1BEHAVE,P1ATTEND,P1PERFORM,X4EVERDROP,X4PSENRSTLV
2,3,0.1032,-0.17,-0.18,-0.89,0.69,-1.45,-0.39,1.01,6,6,-0.27,0.02,-0.75,-0.91,3.0,2,1,1,1,3,4,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,0
2,0,-0.8837,0.1,0.56,-0.33,1.53,0.93,0.53,-0.47,11,6,0.1,-0.32,1.02,0.35,2.5,4,2,1,2,2,2,1,3,1,2,1,2,1,1,1.0,1,1,1,1,0,1
1,1,-0.9416,0.51,1.22,0.1,0.25,0.86,-0.39,0.21,2,10,-1.38,-0.8,-0.08,0.74,3.0,3,2,1,1,3,3,3,3,1,1,1,1,2,2,2.0,2,1,1,2,0,1
3,3,-0.0505,-0.69,-0.18,1.69,0.25,1.31,0.16,-0.47,8,7,0.4,0.6,-0.34,-2.31,3.0,4,2,1,2,3,3,3,3,1,2,1,1,1,2,1.0,1,2,1,1,0,1
4,7,1.8024,0.1,-0.96,0.23,0.25,0.86,1.0,-1.0,10,10,-0.44,-0.81,-0.9,-1.55,3.0,3,3,2,2,4,4,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
4,4,1.0753,1.34,1.72,1.27,1.83,-0.58,1.59,-1.64,8,10,-0.78,-0.6,-0.08,-1.11,4.0,1,4,4,2,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,0
4,4,0.756,0.38,0.49,-0.89,-0.17,0.16,1.23,0.71,4,6,0.72,0.98,1.15,1.1,3.0,2,1,1,2,3,3,3,1,1,2,1,1,1,1,1.0,1,2,1,1,0,1
4,2,0.1516,0.1,-2.46,0.1,0.25,0.16,-0.34,1.09,8,10,-0.06,-0.19,-1.38,0.11,3.0,1,1,1,2,1,4,2,4,1,1,1,1,3,3,3.0,1,1,1,1,1,0
2,4,0.3952,1.62,2.08,0.71,1.83,1.7,1.59,1.39,10,10,-1.47,-0.23,1.02,0.95,4.0,1,1,1,1,1,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,0,0.811,-0.17,0.49,0.84,0.25,1.32,1.34,0.9,10,10,1.15,1.17,1.15,1.1,4.0,1,1,2,1,4,4,4,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
2,0,-1.3184,-0.17,-0.18,-0.89,-1.33,-1.05,-0.95,0.21,6,11,0.74,-0.89,-0.9,-0.68,2.0,3,2,1,1,2,3,2,3,1,2,1,1,1,2,2.0,1,2,4,2,0,0
7,7,2.2775,0.55,-1.33,1.27,1.1,-0.99,1.0,-0.45,10,10,0.82,1.27,0.34,1.1,4.0,3,1,2,3,3,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,2,0.0301,-2.92,-2.46,-0.33,-1.33,-2.26,-1.28,-2.78,2,2,-0.68,1.36,1.15,1.1,2.5,4,4,4,2,4,1,3,1,2,2,1,2,1,1,1.0,2,4,1,3,1,1
5,2,0.4133,-0.17,-0.66,0.1,1.83,0.16,0.12,0.71,11,10,-2.01,0.17,0.74,0.95,3.5,2,1,1,2,4,4,3,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,4,0.9223,-0.56,1.34,0.71,-0.89,-0.56,0.7,0.71,10,10,0.34,0.02,0.26,1.1,3.5,2,1,1,2,4,3,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
4,2,0.1878,1.34,-0.96,-0.33,0.25,0.16,1.34,1.39,10,8,-0.28,-0.03,1.15,-1.25,4.0,1,1,1,1,3,3,4,4,2,2,1,1,2,2,2.0,1,1,1,1,0,1
2,2,0.0462,-0.56,-0.66,-0.33,-0.48,-0.67,-0.62,0.21,5,10,0.37,-0.52,-0.33,1.1,3.0,3,2,1,1,3,4,3,4,1,2,1,1,1,1,1.0,1,1,1,1,0,1
4,3,0.7085,1.62,1.71,-0.33,-0.89,-1.38,-0.04,0.63,4,6,-0.68,-1.09,-1.38,-0.75,2.0,3,1,1,1,3,2,3,3,1,1,1,1,1,2,3.0,1,1,1,1,0,1
2,0,0.0027,-0.17,0.19,0.1,-0.89,-0.28,-1.77,-0.2,4,8,-2.03,0.81,0.33,0.52,1.5,2,2,2,2,2,3,2,3,1,1,1,1,1,1,2.0,1,2,2,1,1,1
4,4,1.0269,-0.56,-0.18,-0.89,-0.89,-0.6,0.98,0.71,8,6,1.33,1.56,1.15,1.1,3.5,2,1,1,2,3,3,4,4,1,1,1,1,2,2,2.0,1,1,2,1,0,1
2,2,-0.0327,0.1,0.19,-0.47,0.25,0.16,-0.04,1.01,6,8,1.21,1.09,-0.02,0.15,3.5,2,1,1,1,3,3,3,3,1,2,1,1,1,2,3.0,1,1,1,1,0,1
4,3,1.0087,0.1,-0.29,-0.89,1.41,-0.23,0.05,0.1,8,6,0.48,0.51,0.81,0.18,3.5,2,2,2,1,3,4,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,2,0.1172,0.1,0.27,-0.2,-0.58,-1.89,-1.31,-0.9,1,1,-0.65,-0.6,-0.35,0.35,2.5,4,3,1,2,4,2,1,3,2,1,2,2,1,2,1.0,1,1,1,1,1,0
3,2,-0.1942,-0.97,0.19,-0.47,-1.02,-0.56,0.21,0.23,6,11,-1.6,-0.33,-0.49,-1.11,1.5,2,1,2,2,3,4,4,4,1,1,1,1,5,2,2.0,2,2,1,2,1,1
2,4,0.0776,0.1,-0.18,-0.33,-1.21,-0.28,-0.64,-0.28,6,6,0.57,-1.09,-0.49,-0.91,3.0,3,2,2,1,3,3,2,3,1,2,1,1,1,1,1.0,2,1,1,1,0,1
3,2,-0.3325,-0.56,-0.36,0.1,-0.48,-0.68,0.26,1.39,6,3,-0.77,0.9,1.15,1.1,1.0,1,1,1,1,2,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,0,0.5788,-1.68,-1.73,1.27,-0.89,-2.26,-0.29,0.21,8,8,-1.33,1.07,0.14,1.1,3.0,3,2,1,1,3,3,4,3,1,1,1,1,2,2,4.0,1,1,1,1,0,1
2,3,-0.4381,1.62,0.19,-0.89,-1.33,-1.45,-0.04,-0.2,11,6,-0.62,-0.8,-1.25,-0.34,2.5,2,2,2,2,3,3,3,3,1,1,1,1,2,1,2.0,1,1,1,1,0,1
2,2,-0.3711,-0.69,-0.84,1.69,0.25,2.03,0.16,0.52,8,3,-0.23,1.17,0.89,0.8,1.5,2,1,2,1,3,3,3,3,1,1,2,1,2,2,2.0,1,1,1,2,0,1
7,7,2.0292,1.62,1.69,1.69,1.83,2.03,1.1,0.23,10,8,1.27,1.09,1.02,0.54,3.0,2,1,2,2,3,4,4,4,1,1,1,1,1,1,5.0,1,2,1,2,0,1
4,5,1.0961,-0.58,-0.66,-0.47,-0.05,0.16,0.85,0.1,11,6,0.56,-0.51,0.34,1.1,3.0,2,2,2,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,0
4,7,1.9172,1.62,0.1,-2.49,1.83,-1.89,1.04,-0.92,8,8,0.79,1.56,1.15,1.1,4.0,2,3,2,3,4,4,4,4,1,1,1,1,2,1,3.0,1,1,1,1,0,1
2,2,-0.5442,1.34,0.56,1.69,1.83,1.38,-0.04,1.01,10,10,0.02,1.56,1.15,1.1,3.5,2,1,1,1,4,4,4,4,2,1,1,1,2,2,3.0,1,1,1,1,0,1
2,4,0.1295,1.62,0.19,0.1,0.25,0.16,0.73,1.39,11,8,-0.41,-0.8,1.15,1.1,3.5,1,1,1,1,3,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,5,0.664,1.62,0.85,0.1,1.83,0.16,-0.04,-0.17,10,10,1.33,1.27,1.15,1.1,3.5,3,2,2,2,3,3,3,3,1,1,1,1,2,2,3.0,1,1,1,1,0,1
2,0,-0.1277,0.1,-0.18,0.1,0.25,0.16,0.98,-1.3,4,11,1.44,0.44,-0.9,-1.11,3.5,3,3,2,3,3,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,3,0.4431,-1.41,-1.51,-1.88,-0.16,-1.5,1.1,-0.7,2,11,-1.88,-0.05,1.15,-0.01,2.0,3,3,2,1,3,3,3,4,2,1,1,1,1,1,2.0,2,1,1,1,0,1
2,0,-0.9952,0.1,0.27,0.1,0.25,-0.6,0.24,-0.17,5,11,-4.0,-0.52,-1.38,-1.11,2.0,4,2,1,1,2,3,2,4,1,2,1,2,1,1,1.0,1,1,4,4,0,1
2,4,0.1782,1.62,1.69,1.27,-1.02,0.56,0.32,-2.4,11,6,-0.47,-0.24,-0.21,0.0,1.5,4,4,2,4,4,4,3,4,2,1,1,1,1,1,1.0,2,4,1,2,0,0
2,4,0.2131,0.1,-0.36,0.84,-0.17,0.93,-0.37,0.48,8,8,0.56,0.32,1.02,0.0,2.5,1,2,2,1,4,4,4,3,1,2,1,1,1,2,2.0,1,1,1,1,0,1
4,4,0.5769,0.1,0.49,0.1,0.25,0.93,1.0,0.63,6,10,0.14,0.03,0.61,0.69,3.0,3,1,1,1,4,4,3,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
3,5,0.8994,0.1,1.71,0.52,0.25,0.86,1.59,0.96,10,10,0.83,-0.6,-1.38,-1.11,4.0,1,2,1,1,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,4,0.2531,-0.17,0.19,-0.33,-0.48,-0.56,-0.73,-0.2,10,8,-2.24,-0.6,-1.38,-1.11,4.0,2,2,2,2,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
2,2,-0.5007,1.23,0.51,1.69,1.1,1.71,0.55,1.09,6,10,-1.71,-0.54,0.61,0.4,1.5,1,1,1,2,4,4,4,4,1,1,1,1,1,2,3.0,1,1,1,1,1,1
4,4,1.3994,0.1,-1.51,-0.76,1.83,0.87,1.26,0.25,10,10,-0.6,0.6,0.2,0.8,4.0,4,1,1,1,4,4,4,4,1,2,1,1,2,2,2.0,1,1,1,1,0,1
3,4,0.7785,0.1,0.86,0.1,-1.63,-1.83,-0.64,-1.49,11,6,-1.13,-0.8,0.14,-0.25,1.5,3,3,3,2,3,3,3,3,1,2,1,1,2,1,2.0,1,1,1,1,1,1
2,0,-1.3419,0.1,-0.54,-0.89,0.25,0.52,-0.49,-0.81,2,2,-0.28,-1.37,-0.78,1.1,3.5,3,3,1,3,4,4,2,1,2,2,1,2,2,1,1.0,1,1,1,1,0,1
4,5,1.5235,0.1,-0.66,-1.5,-0.46,-1.05,-0.39,-0.2,6,6,-1.34,-0.52,1.02,0.54,3.5,2,2,2,2,3,3,3,3,1,1,1,1,2,1,2.0,1,1,1,1,0,1
4,4,0.8559,0.55,0.17,1.27,-0.05,0.11,-0.39,1.39,10,10,0.14,0.32,-0.15,0.0,4.0,1,1,1,1,4,3,3,3,1,1,1,1,3,3,3.0,1,4,4,4,0,1
2,2,-0.4813,-0.29,-0.66,0.1,0.25,0.15,-0.64,0.71,11,4,0.23,0.52,-0.15,0.0,2.5,2,1,1,2,3,4,2,4,1,2,1,1,2,1,2.0,1,1,1,1,0,0
4,3,0.6733,0.1,1.04,0.1,0.25,-0.17,0.45,0.1,8,8,-0.07,0.75,1.15,1.1,4.0,2,2,2,1,3,4,4,3,1,1,1,1,2,1,1.0,1,1,1,1,0,1
2,2,-0.5089,-0.17,1.23,-1.5,-1.2,-1.0,0.67,-0.09,8,10,-1.51,0.24,-0.15,0.0,3.5,3,2,1,2,2,3,1,4,2,2,1,2,1,1,1.0,1,1,1,1,0,1
2,0,-0.1403,0.1,-0.29,-0.33,0.25,0.16,-0.34,-0.2,8,6,-0.62,-2.2,-1.5,-0.68,2.5,2,2,2,2,2,3,3,3,1,2,1,1,1,1,2.0,1,1,2,1,0,1
5,2,0.8973,-0.29,0.19,0.1,-0.17,0.16,0.98,1.01,8,6,-0.23,-0.6,-2.67,0.0,3.0,2,1,1,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
2,2,-0.2066,0.1,-0.29,1.69,1.83,1.38,1.34,0.25,6,4,1.16,-0.6,1.02,1.1,3.0,4,1,1,1,3,4,4,4,1,1,1,1,1,1,2.0,1,2,1,1,0,1
3,0,-1.0134,-0.83,-0.54,1.27,0.25,-0.62,0.7,0.71,8,10,0.48,-0.8,-1.38,-1.11,3.0,2,1,1,2,4,4,4,4,2,2,1,1,5,5,5.0,1,1,1,1,0,0
4,5,0.7983,1.62,-0.6,-0.33,0.25,-0.21,-1.77,0.71,11,6,-0.8,0.51,-0.15,1.1,3.5,2,1,1,2,3,3,3,3,2,1,1,1,2,2,3.0,1,3,1,1,0,1
3,2,-0.0643,1.62,1.35,1.69,-0.17,-0.17,1.1,0.29,8,6,0.17,1.56,1.15,1.1,2.5,2,2,1,2,4,4,3,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
4,0,0.6195,0.95,-0.66,-1.08,1.1,-0.67,0.41,1.01,10,8,1.3,0.88,1.15,1.1,2.5,2,1,1,1,4,3,3,4,1,1,1,1,1,2,1.0,1,1,1,1,0,1
4,5,1.2556,1.34,0.57,-0.33,-0.46,-1.0,-2.05,-2.59,10,10,0.14,0.03,0.61,0.69,3.0,4,4,3,3,2,3,4,4,1,1,1,1,1,1,1.0,1,1,1,1,1,1
0,2,0.4329,0.1,1.69,-0.33,-1.63,-1.05,-0.35,-1.79,8,8,0.48,-0.33,-0.9,0.18,3.0,3,3,3,3,1,2,3,4,1,1,1,1,1,1,1.0,2,1,1,1,0,1
3,4,0.5718,1.62,1.71,-0.94,-0.16,-1.38,0.45,1.39,8,6,-1.07,0.52,-0.15,1.1,3.0,1,1,1,1,3,3,3,3,1,1,1,1,2,2,3.0,1,1,1,1,0,1
4,2,0.0839,0.95,-0.11,0.66,1.1,0.49,0.52,-0.2,6,6,0.13,1.27,1.15,1.1,4.0,2,2,2,2,3,4,4,3,1,1,1,1,4,4,4.0,1,1,1,1,0,1
4,3,1.0476,0.95,0.86,-0.89,-0.16,0.88,0.67,-0.09,10,11,0.7,0.58,1.02,0.8,3.0,3,2,1,2,3,4,4,4,1,1,1,1,2,1,3.0,1,1,1,1,0,1
3,2,-0.1181,-0.58,-1.68,0.57,0.25,0.16,1.1,1.01,8,6,-0.07,0.75,1.15,1.1,2.5,2,1,1,1,4,4,4,4,1,1,1,1,2,2,4.0,1,1,1,1,0,1
2,2,-0.0714,-0.58,-0.29,0.15,-2.48,-0.24,-0.98,-0.58,11,4,-0.07,0.75,1.15,1.1,1.0,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2.0,2,1,3,1,0,0
5,5,1.6415,1.62,0.92,0.71,0.25,0.88,-0.04,1.09,10,6,1.27,-0.6,-0.08,-0.01,4.0,1,1,1,2,4,4,3,4,1,1,1,1,1,2,5.0,1,1,1,1,0,1
4,7,1.6922,-1.2,-1.49,-0.47,-1.33,-1.87,0.05,1.39,11,10,-0.99,-0.6,-0.78,-0.53,3.5,1,1,1,1,3,4,4,3,1,2,1,1,2,3,1.0,1,1,1,1,0,1
4,5,1.0189,0.53,-0.16,0.23,-1.33,-0.67,1.59,0.1,9,6,1.09,-0.11,-0.08,-0.16,2.5,2,2,2,1,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,0,1.3209,-2.51,-2.16,-3.1,-2.91,-2.59,-2.08,-2.57,11,6,-0.41,-0.6,-0.02,-0.34,2.5,3,3,4,4,3,2,3,2,2,2,1,1,1,1,1.0,2,1,1,1,0,1
4,4,0.3842,-2.92,-2.46,-0.52,0.25,0.54,-0.04,-2.78,10,8,-0.36,-0.72,0.39,-0.74,4.0,4,4,4,2,4,3,3,3,1,2,1,1,2,2,3.0,1,1,1,1,0,1
3,0,0.0885,-0.17,-0.96,-0.89,-0.89,-1.12,-0.73,0.16,8,6,-1.27,1.07,1.15,1.1,2.5,2,3,1,1,2,3,3,3,1,2,1,1,1,2,2.0,1,1,1,1,0,1
7,4,1.4259,-0.73,-0.29,0.1,0.56,1.27,-0.39,0.59,10,10,-0.66,0.51,-0.56,-0.76,4.0,2,2,1,1,4,4,4,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,0,-1.1012,-0.56,-0.29,0.1,-1.63,-1.05,-0.39,1.09,11,2,-0.01,-0.8,1.15,1.1,2.0,1,1,1,2,4,4,2,3,1,1,1,1,2,1,1.0,2,1,1,1,0,0
4,2,0.3877,0.1,0.49,0.1,0.25,-0.17,0.55,1.39,8,6,-1.41,0.34,0.61,1.1,3.5,1,1,1,1,4,4,4,4,1,1,1,1,1,2,3.0,1,1,1,1,0,0
2,2,0.3474,1.62,1.34,1.69,1.1,0.86,0.7,0.71,6,10,-2.73,-2.49,-1.92,-2.66,3.5,2,1,1,2,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,0,-0.2233,1.21,1.02,1.27,1.83,-1.9,-0.41,0.33,8,2,-0.37,-1.29,-1.38,-1.66,1.5,3,1,1,2,3,4,4,2,1,1,1,1,1,1,1.0,1,2,2,2,0,0
4,4,1.1463,0.51,1.35,0.1,0.25,0.16,0.78,-0.2,8,6,-2.24,-0.39,-0.9,0.08,4.0,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
1,2,-0.7426,-1.0,-1.33,0.1,-0.48,0.16,-0.39,-0.2,11,4,-1.8,0.31,-0.27,0.0,2.0,2,2,2,2,2,3,2,3,2,2,1,1,1,2,1.0,1,1,1,1,0,1
4,4,1.0467,1.62,2.08,-0.47,1.53,0.93,0.92,0.9,10,10,-0.05,-0.11,-0.26,1.1,4.0,1,1,2,1,4,4,4,4,1,2,1,1,1,1,3.0,1,1,1,1,0,1
2,0,0.4976,0.1,0.55,1.27,-1.02,1.31,-1.16,0.71,10,10,-1.5,0.31,0.74,1.1,3.5,2,1,1,2,4,4,4,4,1,1,1,1,2,2,2.0,1,1,4,1,1,1
5,0,0.5518,1.62,1.69,0.1,0.69,0.54,-0.04,0.29,10,2,1.14,1.56,1.15,1.1,2.0,2,2,1,2,3,3,3,3,1,1,1,1,2,2,3.0,1,1,4,4,1,1
3,7,1.0708,0.1,0.19,-0.47,-1.33,-0.67,1.34,1.39,10,8,1.61,0.86,0.42,0.45,3.5,1,1,1,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
2,2,-0.6231,-1.41,-2.16,-1.08,-1.02,-1.44,-1.13,-0.28,2,4,-0.38,0.17,0.39,0.04,3.0,3,2,2,1,3,3,2,1,1,2,1,1,1,1,1.0,1,1,1,1,0,0
2,2,0.1653,-1.02,0.19,-1.5,-0.16,0.93,-0.27,1.39,6,6,0.77,-0.72,0.48,1.1,4.0,1,1,1,1,2,3,2,3,1,1,1,1,2,2,3.0,1,1,1,1,0,1
3,3,1.0639,0.1,0.12,1.13,0.25,-0.17,1.59,0.54,8,10,-0.72,0.81,0.45,0.95,3.0,1,3,1,1,1,4,4,4,2,2,1,1,2,2,2.0,1,1,1,1,0,0
2,2,-1.0282,-0.17,-0.18,-0.89,-1.33,-1.05,-0.98,-0.09,2,4,-2.04,-0.53,-1.5,-1.94,2.0,3,2,1,2,3,3,2,3,1,2,1,1,1,2,2.0,1,2,2,2,0,1
2,0,-0.056,-1.14,0.51,1.69,0.25,0.91,-0.45,0.25,11,6,-1.55,0.9,0.42,0.95,2.0,4,1,1,1,2,3,2,4,2,1,2,1,1,1,1.0,2,1,3,3,0,1
4,0,0.4073,1.62,0.93,-0.33,1.83,-0.23,1.59,-0.2,10,10,-0.95,-0.6,-1.03,-1.11,2.0,2,2,2,2,2,3,3,4,1,1,1,1,2,3,3.0,1,1,1,2,1,0
2,2,-0.755,-0.17,0.85,-1.45,0.69,1.71,-0.56,-2.4,6,4,-0.34,-0.52,-0.08,-0.59,2.0,3,4,4,2,1,4,4,4,1,1,1,1,1,1,1.0,1,1,1,1,1,1
4,5,1.0407,0.51,-0.18,1.13,0.67,-0.23,0.98,0.6,8,10,1.74,1.27,1.15,0.74,4.0,1,1,2,2,4,4,4,3,1,1,1,1,1,1,3.0,1,2,1,1,0,1
2,3,-0.1639,1.62,-2.11,-1.27,1.1,-2.59,-0.84,-0.69,10,10,-0.42,-0.8,-1.38,-1.11,3.0,3,2,1,4,1,3,4,4,1,2,1,1,1,1,1.0,1,2,2,1,1,1
5,4,1.4893,-0.58,0.57,0.28,-0.59,0.93,-0.39,0.23,11,8,-1.89,-1.79,-1.5,1.1,3.5,2,1,2,2,4,3,3,3,1,1,1,1,2,1,2.0,1,2,1,1,0,1
4,2,-0.2213,0.1,-0.29,-0.33,-1.33,-1.05,-1.21,0.71,11,8,-1.04,0.81,0.26,1.1,2.5,2,1,1,2,3,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,4,0.7921,-0.29,0.55,-0.33,0.25,0.16,0.1,0.9,6,6,-1.65,-0.82,-1.32,-0.01,3.5,1,1,2,1,2,3,3,3,1,1,1,1,1,2,1.0,1,1,1,1,0,1
2,2,-0.4129,1.62,1.69,0.1,-0.48,0.16,0.21,-0.58,8,4,-0.89,0.24,1.15,0.74,4.0,3,2,2,2,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,0
7,7,2.007,1.62,-0.18,-1.08,1.12,-1.82,-0.92,0.6,10,10,0.79,1.56,1.15,1.1,4.0,1,1,2,2,3,3,2,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
7,7,2.5308,0.12,-2.11,-3.1,-1.33,-1.38,-1.22,-3.0,11,6,0.51,-0.6,0.14,-1.11,3.0,3,4,4,4,3,3,3,3,1,2,1,1,2,3,4.0,2,4,1,3,1,1
2,3,-0.4794,0.1,1.34,1.69,1.53,1.32,-0.04,0.54,11,4,-0.72,0.85,1.15,1.1,3.0,1,3,1,1,4,4,4,4,1,2,1,1,1,2,2.0,1,1,2,1,0,1
2,4,0.3282,-0.17,0.49,0.1,-0.9,-0.61,0.98,-0.15,8,8,1.0,0.86,0.34,1.1,3.0,3,1,2,2,4,2,3,4,1,1,1,1,2,2,3.0,1,2,1,2,0,1
4,2,0.6766,1.62,-0.66,-0.89,-0.05,-0.23,-1.06,-0.5,11,6,0.57,0.52,-0.49,0.15,2.0,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,2,0,1
1,0,-1.5119,0.1,0.19,1.69,-1.02,0.16,-1.37,-0.34,2,8,-1.0,-2.48,-1.72,-3.43,1.5,3,1,3,1,4,4,4,4,1,1,1,1,1,1,2.0,2,1,1,1,1,1
5,2,0.4939,-0.34,0.14,1.69,1.42,0.15,1.59,0.1,8,10,1.53,1.56,1.15,1.1,2.5,2,2,2,1,4,4,4,4,1,2,1,1,1,1,2.0,1,1,1,1,0,1
3,0,0.0885,0.1,-0.66,-0.33,-0.89,-1.84,0.18,1.01,4,8,-0.59,-1.09,-0.21,-2.09,2.5,2,1,1,1,3,3,2,3,1,2,1,1,3,2,2.0,2,2,1,1,0,1
3,2,-0.0176,-0.61,-0.16,0.71,0.25,0.93,0.85,1.01,8,11,0.17,1.56,1.15,1.1,2.5,2,1,1,1,3,3,3,3,1,1,1,1,2,1,2.0,1,1,1,2,0,0
4,0,-0.3118,0.1,0.19,-0.15,-0.18,0.93,-1.06,0.71,6,10,-0.23,0.71,0.81,0.33,2.5,2,1,1,2,1,4,2,3,1,2,1,1,2,2,2.0,2,2,1,2,0,1
1,2,-1.1739,1.62,0.59,-1.03,-1.33,-2.22,0.26,-1.49,11,10,0.01,-1.29,-2.07,-0.75,1.5,3,3,3,2,4,4,2,3,2,1,1,1,1,1,1.0,1,3,3,3,1,0
3,4,0.5563,-0.17,-0.29,0.1,1.1,1.71,1.34,-1.79,11,4,0.17,1.36,1.15,1.1,2.5,3,3,3,3,1,2,2,1,1,2,2,1,1,2,2.0,1,4,3,4,0,0
2,2,0.0502,-0.17,-0.71,-0.89,-0.48,-1.4,0.52,0.52,11,3,0.08,-0.04,0.14,0.52,2.5,2,1,2,1,4,4,3,4,1,1,1,1,2,1,3.0,1,2,1,2,0,0
7,7,1.6564,0.1,-0.18,0.1,-1.02,0.09,0.85,1.01,11,6,0.56,1.56,1.15,1.1,3.5,2,1,1,1,3,4,4,4,1,1,1,1,1,2,2.0,1,1,1,1,0,1
3,1,-0.2206,-0.56,-0.66,-0.94,-0.48,-1.0,-0.88,-1.79,11,8,-0.83,-1.09,-1.25,-1.11,2.5,3,3,3,3,2,3,3,3,2,2,1,1,1,1,1.0,1,3,1,3,0,1
3,4,1.1228,-0.61,-0.66,-0.33,-0.9,-0.28,0.65,-0.56,6,6,-0.24,1.56,1.15,1.1,3.0,2,4,1,2,4,3,3,3,1,1,1,1,2,2,2.0,1,2,1,2,0,1
1,1,-0.9147,-1.05,-0.16,0.1,-0.61,-1.05,-1.43,-1.98,2,11,0.17,-0.33,0.26,-0.68,0.25,3,4,3,2,3,2,3,2,1,1,1,1,1,1,2.0,1,3,2,2,1,0
4,2,-0.5231,-1.41,-0.27,0.1,-0.89,-0.67,-0.39,-0.34,2,2,-2.65,1.56,1.15,1.1,2.5,4,1,1,3,3,3,3,3,1,2,1,1,1,1,2.0,1,1,1,1,1,1
2,0,-1.1012,0.1,0.19,0.23,-0.17,1.59,-1.43,1.39,11,11,-0.76,-0.8,-0.33,-0.68,3.0,1,1,1,1,3,2,3,3,1,1,1,1,2,3,3.0,2,2,1,1,0,1
3,2,-0.2903,0.1,-0.18,-0.47,-0.05,1.38,-0.39,-1.79,6,4,-0.34,1.09,1.02,1.1,3.5,3,3,3,3,3,3,2,3,1,1,1,1,2,2,1.0,1,2,1,1,0,0
5,7,2.0667,0.95,1.23,-1.08,0.25,0.16,-0.04,0.29,6,10,-2.03,0.81,0.33,0.52,4.0,2,2,1,2,4,4,4,3,1,1,1,1,1,1,3.0,1,1,1,1,0,1
2,2,0.0374,-1.41,-1.38,-0.94,-1.33,-0.67,0.6,-0.26,11,8,-0.5,-1.09,-0.34,-1.11,4.0,2,1,3,2,2,3,2,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
3,3,0.2551,-1.41,-0.16,0.71,-0.59,0.54,0.2,-0.32,6,6,0.8,0.5,1.15,0.95,2.0,2,3,2,1,4,3,2,3,1,1,2,1,2,1,3.0,1,1,1,2,0,1
2,4,0.5648,0.1,0.19,0.1,-0.89,0.5,-2.44,0.71,11,11,-0.59,0.33,-0.9,-1.11,3.0,2,1,1,2,4,4,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,-0.4024,0.1,1.05,0.71,-0.05,-0.28,1.34,1.39,6,6,-1.27,-1.0,1.15,1.1,3.5,1,1,1,1,3,3,2,4,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,0,-0.6665,-1.41,0.19,-0.47,-1.34,-2.22,-0.88,-1.38,4,11,-1.42,1.36,1.15,1.1,1.5,4,3,2,2,3,3,2,3,1,1,1,1,1,1,1.0,2,2,4,4,1,1
7,7,2.3852,-0.97,-0.29,0.84,0.25,-0.67,-0.64,-1.51,8,10,1.08,-1.44,-2.07,-1.97,2.5,4,4,2,1,2,3,3,2,1,1,1,1,1,1,1.0,1,1,1,2,0,0
